"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-10-14 07:16:21",1760426181247,"samanaffa.com/api/transactions/intent","GET","userId=cmg9f5vj2000li4fomlq9ths8&limit=5&offset=0",200,"d6b29-1760426181202-7abc9f3e8665","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","","lambda","/api/transactions/intent","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",241,"iad1",153,2048,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","01K7GS7GKZ7F1X5WZP6KPGG6WA","mgFZdnRNCvLO",1
"2025-10-14 07:16:19",1760426179252,"samanaffa.com/api/transactions/intent","GET","userId=cmg9f5vj2000li4fomlq9ths8&limit=5&offset=0",200,"6cxb2-1760426179207-c8260ee946c6","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","","lambda","/api/transactions/intent","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",242,"iad1",153,2048,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","01K7GS7ENMQJ0HGB35H6YBZG6N","mgFZdnRNCvLO",1
"2025-10-14 07:16:14",1760426174703,"samanaffa.com/api/transactions/intent","GET","userId=cmg9f5vj2000li4fomlq9ths8&limit=5&offset=0",200,"r7mp4-1760426174660-a6dfa2f4b99b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","","lambda","/api/transactions/intent","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",318,"iad1",153,2048,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","01K7GS7A7F0EGNWQ36ZARFS5GR","mgFZdnRNCvLO",1
"2025-10-14 07:16:14",1760426174065,"samanaffa.com/api/accounts","GET","",200,"r7mp4-1760426174022-fe2db1661f13","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","","lambda","/api/accounts","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",431,"iad1",153,2048,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","01K7GS79KH01Q3XNE23NHNRGTT","mgFZdnRNCvLO",1
"2025-10-14 07:16:14",1760426174063,"samanaffa.com/api/notifications","GET","",200,"8xcx2-1760426174020-fa2afa4b52d6","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","","lambda","/api/notifications","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",408,"iad1",158,2048,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","01K7GS79KFND0776XC2CH4NA6D","S4b0YmYouJDF",1
"2025-10-14 07:16:13",1760426173376,"samanaffa.com/api/users/profile","GET","",200,"r7mp4-1760426173333-35532d52926e","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","","lambda","/api/users/profile","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",514,"iad1",158,2048,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","01K7GS78Y0GRZ6WHG421N7TWSQ","S4b0YmYouJDF",1
"2025-10-14 07:16:13",1760426173176,"samanaffa.com/portal/sama-naffa","GET","",200,"r7mp4-1760426173172-c8e7b1449985","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","","edge-middleware","/middleware","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",-1,"lhr1",-1,-1,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","01K7GS78QR8HS1M9TYDCWWFGAG","Y28TbKXEAcq4",-1
"2025-10-14 07:16:08",1760426168027,"samanaffa.com/api/auth/session","GET","",200,"8b55g-1760426167984-c93b51d3ffb1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","","lambda","/api/auth/[...nextauth]","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",87,"iad1",158,2048,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","01K7GS73PVKG1G5JG04KFFE5JF","S4b0YmYouJDF",1
"2025-10-14 07:16:07",1760426167739,"samanaffa.com/portal/sama-naffa/payment-success","GET","transactionId=cmgq89abt0001l704uueelq2s&referenceNumber=SAMA_NAFFA-DEPOSIT-1760426116864-39B3YC&amount=25&status=success&num_transaction_from_gu=1760426120700&num_command=SAMA_NAFFA-DEPOSIT-1760426116864-39B3YC&errorCode=200",200,"j7drv-1760426167553-ef1ee8449516","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","PRERENDER","static","/portal/sama-naffa/payment-success","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",-1,"",-1,-1,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","","",-1
"2025-10-14 07:16:07",1760426167569,"samanaffa.com/portal/sama-naffa/payment-success","GET","transactionId=cmgq89abt0001l704uueelq2s&referenceNumber=SAMA_NAFFA-DEPOSIT-1760426116864-39B3YC&amount=25&status=success&num_transaction_from_gu=1760426120700&num_command=SAMA_NAFFA-DEPOSIT-1760426116864-39B3YC&errorCode=200",200,"j7drv-1760426167553-ef1ee8449516","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","","edge-middleware","/middleware","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",-1,"lhr1",-1,-1,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","01K7GS738HRYH2J246RF6490HD","Y28TbKXEAcq4",-1
"2025-10-14 07:15:17",1760426117939,"samanaffa.com/api/transactions/intent","POST","",200,"9dqjx-1760426117895-523303880afa","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0","info","production","main","","lambda","/api/transactions/intent","samanaffa.com","samanaffa.com","dpl_5owdQ5YGHVWBGMzx6AKdgraAmXeR",1367,"iad1",157,2048,"","prj_RbTSqujZK7ZAbbRKQ3Bc1AnoDqSM","","","01K7GS5JSKM1JP7PEJ7RJ3AXD9","S4b0YmYouJDF",1
